,x,,,,,,
221,9.664075725,,,,,,
222,10.60482634,,,,,,
223,8.506668245,,,,,,
224,6.646941544,,,,,,
225,10.65225943,,,,,,
226,8.994069025,,,,,,
227,9.518373777,,,,,,
228,8.698909582,,,,,,
229,9.71789673,,,,,,
230,8.286439575,,,,,,
231,7.119635762,,,,,,
232,11.7653173,,,,,,
233,7.449101532,,,,,,
234,10.91983799,,,,,,
235,8.103766,,,,,,
236,7.765506655,,,,,,
237,9.566526279,,,,,,
238,10.26810319,,,,,,
239,10.64764858,,,,,,
240,13.88217184,,,,,,
241,9.178357181,,,,,,
242,6.54542312,,,,,,
243,10.81835671,,,,,,
244,10.94856377,,,,,,
245,8.922906048,,,,,,
246,9.070155995,,,,,,
247,11.34880405,,,,,,
248,9.978886702,,,,,,
249,8.629787157,,,,,,
250,9.794157583,,,,,,
251,13.78604489,,,,,,
252,7.672404207,,,,,,
253,10.61456624,,,,,,
254,10.36866749,,,,,,
255,7.426436417,,,,,,
256,7.812404415,,,,,,
257,10.50331163,,,,,,
258,10.5190708,,,,,,
259,9.886376937,,,,,,
260,9.418593771,,,,,,
261,12.7273941,,,,,,
262,10.37852419,,,,,,
263,13.30931872,,,,,,
264,5.694052916,,,,,,
265,6.873951268,,,,,,
266,11.99970331,,,,,,
267,10.02949392,,,,,,
268,8.666566714,,,,,,
269,6.230517462,,,,,,
270,10.26743872,,,,,,
271,6.919831972,,,,,,
272,9.201155395,,,,,,
273,12.64868205,,,,,,
274,10.69756049,,,,,,
275,9.074881686,,,,,,
276,10.78200368,,,,,,
277,11.82972888,,,,,,
278,7.27046227,,,,,,
279,10.33979256,,,,,,
280,5.788374755,,,,,,
281,9.346574818,,,,,,
282,12.07542568,,,,,,
283,7.841260497,,,,,,
284,12.76283853,,,,,,
285,10.48004403,,,,,,
286,8.23273846,,,,,,
287,9.80134821,,,,,,
288,11.99613753,,,,,,
289,8.750066721,,,,,,
290,10.89050435,,,,,,
291,11.25758081,,,,,,
292,6.687604607,,,,,,
293,6.6155188,,,,,,
294,8.225851629,,,,,,
295,11.14611551,,,,,,
296,8.965323807,,,,,,
297,9.627260046,,,,,,
298,6.957208492,,,,,,
299,8.445775708,,,,,,
300,12.06800336,,,,,,
301,11.94734018,,,,,,
302,8.621744565,,,,,,
303,10.78516154,,,,,,
304,8.232507673,,,,,,
305,7.852081873,,,,,,
306,11.59275523,,,,,,
307,8.575037515,,,,,,
308,8.224969239,,,,,,
309,10.32855938,,,,,,
310,7.852793876,,,,,,
311,10.66644917,,,,,,
312,11.473863,,,,,,
313,8.916451546,,,,,,
314,10.54233371,,,,,,
315,10.24341482,,,,,,
316,5.01691686,,,,,,
317,10.69640576,,,,,,
318,12.69450683,,,,,,
319,7.512681178,,,,,,
320,8.929652881,,,,,,
321,11.38913486,,,,,,
322,9.649816752,,,,,,
323,6.416589334,,,,,,
324,7.292465374,,,,,,
325,10.11416089,,,,,,
326,9.200523252,,,,,,
327,8.255422594,,,,,,
328,7.074734822,,,,,,
329,10.49038427,,,,,,
330,8.856804368,,,,,,
331,10.02297381,,,,,,
332,8.489794765,,,,,,
333,10.06204106,,,,,,
334,10.18136844,,,,,,
335,8.917397583,,,,,,
336,10.43845176,,,,,,
337,8.866101306,,,,,,
338,11.21527241,,,,,,
339,8.295077913,,,,,,
340,9.518908985,,,,,,
341,11.06713251,,,,,,
342,8.245902411,,,,,,
343,12.26674511,,,,,,
344,9.695195263,,,,,,
345,9.368898289,,,,,,
346,12.31051848,,,,,,
347,6.934937033,,,,,,
348,9.93552573,,,,,,
349,8.977692339,,,,,,
350,7.24307236,,,,,,
351,7.689899244,,,,,,
352,8.681663538,,,,,,
353,9.249676683,,,,,,
354,9.17617212,,,,,,
355,6.900164376,,,,,,
356,10.30601756,,,,,,
357,7.869873524,,,,,,
358,9.345887395,,,,,,
359,7.835975514,,,,,,
360,8.247240237,,,,,,
361,9.367632534,,,,,,
362,8.901383397,,,,,,
363,9.547568948,,,,,,
364,8.952112151,,,,,,
365,4.844083731,,,,,,
366,6.85233228,,,,,,
367,7.546891802,,,,,,
368,8.581874635,,,,,,
369,10.2345216,,,,,,
370,11.51414694,,,,,,
371,9.902531864,,,,,,
372,9.180782114,,,,,,
373,9.428169608,,,,,,
374,12.22614521,,,,,,
375,7.150883866,,,,,,
376,6.963756862,,,,,,
377,6.460279782,,,,,,
378,8.223787779,,,,,,
379,8.76050007,,,,,,
380,8.225177574,,,,,,
381,7.365095718,,,,,,
382,10.32986565,,,,,,
383,8.156905352,,,,,,
384,8.749356847,,,,,,
385,10.52837278,,,,,,
386,7.433126523,,,,,,
387,3.051480552,,,,,,
388,8.661431796,,,,,,
389,8.220746232,,,,,,
390,9.141176615,,,,,,
391,8.782862551,,,,,,
392,11.32943658,,,,,,
393,7.972627976,,,,,,
394,9.332161383,,,,,,
395,10.70829337,,,,,,
396,6.788785608,,,,,,
397,6.715275113,,,,,,
398,11.28151175,,,,,,
399,7.492286676,,,,,,
400,11.92648171,,,,,,
401,8.795952995,,,,,,
402,2.128885684,,,,,,
403,5.628655452,,,,,,
404,9.201018148,,,,,,
405,10.70169519,,,,,,
406,8.188587722,,,,,,
407,8.532736805,,,,,,
408,7.371848019,,,,,,
409,7.083533606,,,,,,
410,6.364243822,,,,,,
411,7.467987814,,,,,,
412,7.049478892,,,,,,
413,8.068251242,,,,,,
414,8.250540213,,,,,,
415,9.381884876,,,,,,
416,8.437736801,,,,,,
417,11.55428025,,,,,,
418,12.55671072,,,,,,
419,10.84267593,,,,,,
420,11.00862012,,,,,,
421,12.59972326,,,,,,
422,10.58365872,,,,,,
423,6.903768695,,,,,,
424,9.251442669,,,,,,
425,8.927135627,,,,,,
426,11.43221002,,,,,,
427,6.42908723,,,,,,
428,8.841809042,,,,,,
429,7.07665904,,,,,,
430,10.45091952,,,,,,
431,7.840719284,,,,,,
432,13.99302376,,,,,,
433,10.57111388,,,,,,
434,6.867354064,,,,,,
435,11.15871457,,,,,,
436,8.881037111,,,,,,
437,8.37356123,,,,,,
438,9.332625761,,,,,,
439,6.808781203,,,,,,
440,9.667851891,,,,,,
441,10.31563394,,,,,,
442,8.625402804,,,,,,
443,10.84124095,,,,,,
444,9.023366238,,,,,,
445,7.721640003,,,,,,
446,12.16139826,,,,,,
447,8.923270476,,,,,,
448,9.565651002,,,,,,
449,9.277769178,,,,,,
450,9.797470231,,,,,,
451,10.2178194,,,,,,
452,14.28387747,,,,,,
453,8.832950724,,,,,,
454,7.51438809,,,,,,
455,11.7933603,,,,,,
456,6.069367109,,,,,,
457,7.280404191,,,,,,
458,11.112404,,,,,,
459,8.838221982,,,,,,
460,10.97182848,,,,,,
461,10.59518524,,,,,,
462,10.75402054,,,,,,
463,9.923555131,,,,,,
464,9.191930368,,,,,,
465,5.965693912,,,,,,
466,6.710231759,,,,,,
467,12.43940892,,,,,,
468,10.02913945,,,,,,
469,8.104093904,,,,,,
470,9.491534329,,,,,,
471,8.979547915,,,,,,
472,8.062705527,,,,,,
473,2.484609328,,,,,,
474,8.138996114,,,,,,
475,10.9994002,,,,,,
476,11.31567629,,,,,,
477,8.62714208,,,,,,
478,9.276985709,,,,,,
479,9.974600851,,,,,,
480,11.28055826,,,,,,
481,7.298754469,,,,,,
482,12.08589404,,,,,,
483,7.457927376,,,,,,
484,10.79055611,,,,,,
485,8.292626052,,,,,,
486,10.10779213,,,,,,
487,8.331427471,,,,,,
488,9.954370997,,,,,,
489,9.159258089,,,,,,
490,12.56108463,,,,,,
491,6.198387263,,,,,,
492,8.929843459,,,,,,
493,9.689832285,,,,,,
494,11.29064344,,,,,,
495,10.92830388,,,,,,
496,8.815853988,,,,,,
497,9.38774629,,,,,,
498,9.303345666,,,,,,
499,12.29706039,,,,,,
500,7.480109879,,,,,,
501,10.07035955,,,,,,
502,5.714343488,,,,,,
503,11.77555651,,,,,,
504,9.336287575,,,,,,
505,10.63943763,,,,,,
506,8.863026378,,,,,,
507,9.527923383,,,,,,
508,8.781964379,,,,,,
509,6.691594752,,,,,,
510,7.682372857,,,,,,
511,10.29235266,,,,,,
512,9.48284292,,,,,,
513,8.709637782,,,,,,
514,13.7782421,,,,,,
515,8.474191589,,,,,,
516,10.21575978,,,,,,
517,7.963049065,,,,,,
518,8.40612921,,,,,,
519,10.0962964,,,,,,
520,9.752495928,,,,,,
521,10.08343404,,,,,,
522,11.80770134,,,,,,
523,10.56167182,,,,,,
524,12.1510359,,,,,,
525,7.628468003,,,,,,
526,8.972206636,,,,,,
527,8.055010607,,,,,,
528,7.712009373,,,,,,
529,9.167383423,,,,,,
530,9.334137355,,,,,,
531,10.29971424,,,,,,
532,10.41863078,,,,,,
533,9.865525099,,,,,,
534,8.281082872,,,,,,
535,9.411806931,,,,,,
536,12.14284881,,,,,,
537,10.91204217,,,,,,
538,9.809620857,,,,,,
539,9.734736413,,,,,,
540,12.20352147,,,,,,
541,9.467864977,,,,,,
542,10.59308847,,,,,,
543,13.33262825,,,,,,
544,8.564833516,,,,,,
545,6.90254237,,,,,,
546,8.360899336,,,,,,
547,9.5391774,,,,,,
548,8.085359179,,,,,,
549,11.24441965,,,,,,
550,11.98281764,,,,,,
551,10.41553756,,,,,,
552,7.484566391,,,,,,
553,13.21180033,,,,,,
554,8.639697127,,,,,,
555,9.040866265,,,,,,
556,8.682875414,,,,,,
557,5.4075901,,,,,,
558,11.25225065,,,,,,
559,11.19370942,,,,,,
560,5.142433209,,,,,,
561,8.523175007,,,,,,
562,12.12501584,,,,,,
563,9.345006421,,,,,,
564,8.837220671,,,,,,
565,6.10179921,,,,,,
566,9.286568129,,,,,,
567,7.946782272,,,,,,
568,11.14005054,,,,,,
569,10.0630625,,,,,,
570,5.76858476,,,,,,
571,4.188601859,,,,,,
572,10.57132744,,,,,,
573,12.49197741,,,,,,
574,8.595703557,,,,,,
575,10.072193,,,,,,
576,7.81985254,,,,,,
577,7.597716776,,,,,,
578,11.4738025,,,,,,
579,10.99619778,,,,,,
580,10.55627132,,,,,,
581,6.638744098,,,,,,
582,9.866814894,,,,,,
583,9.849242813,,,,,,
584,12.17082472,,,,,,
585,10.56214464,,,,,,
586,5.990476135,,,,,,
587,8.719346546,,,,,,
588,11.13657051,,,,,,
589,9.879903828,,,,,,
590,11.00091392,,,,,,
591,9.216068624,,,,,,
592,12.13044399,,,,,,
593,7.562143149,,,,,,
594,8.17816237,,,,,,
595,9.292844467,,,,,,
596,10.43586452,,,,,,
597,8.450110998,,,,,,
598,6.60837679,,,,,,
599,7.989616036,,,,,,
600,6.116240059,,,,,,
601,7.493896057,,,,,,
602,7.9785944,,,,,,
603,5.951180085,,,,,,
604,8.016171325,,,,,,
605,9.78258908,,,,,,
606,12.5184793,,,,,,
607,6.930496772,,,,,,
608,6.689798145,,,,,,
609,11.07203282,,,,,,
610,8.285017812,,,,,,
611,14.16185361,,,,,,
612,7.814038603,,,,,,
613,11.92129116,,,,,,
614,8.672676388,,,,,,
615,9.17913352,,,,,,
616,11.12250325,,,,,,
617,10.64323699,,,,,,
618,8.746206115,,,,,,
619,7.329119568,,,,,,
620,10.81972626,,,,,,
621,7.144312848,,,,,,
622,8.50709499,,,,,,
623,7.622099509,,,,,,
624,9.045518201,,,,,,
625,8.343050978,,,,,,
626,12.02881901,,,,,,
627,9.725137315,,,,,,
628,10.55772067,,,,,,
629,11.90945202,,,,,,
630,9.609534125,,,,,,
631,14.26819258,,,,,,
632,9.580998006,,,,,,
633,12.04868239,,,,,,
634,11.7234689,,,,,,
635,10.38506137,,,,,,
636,14.27966137,,,,,,
637,9.987912424,,,,,,
638,9.77472704,,,,,,
639,7.220327999,,,,,,
640,8.182614079,,,,,,
641,9.603575459,,,,,,
642,14.07195762,,,,,,
643,9.672188836,,,,,,
644,13.31515791,,,,,,
645,5.828240658,,,,,,
646,11.84722162,,,,,,
647,9.901167268,,,,,,
648,8.768947796,,,,,,
649,9.692701155,,,,,,
650,8.223434708,,,,,,
651,8.920304596,,,,,,
652,7.80293711,,,,,,
653,9.484432108,,,,,,
654,10.14529288,,,,,,
655,9.831048302,,,,,,
656,6.457143026,,,,,,
657,8.924003868,,,,,,
658,7.750232861,,,,,,
659,10.32411025,,,,,,
660,6.120103818,,,,,,
661,9.353771686,,,,,,
662,8.898684644,,,,,,
663,5.12479188,,,,,,
664,8.423783448,,,,,,
665,9.019217899,,,,,,
666,5.743445263,,,,,,
667,10.18065856,,,,,,
668,7.893690993,,,,,,
669,10.57728463,,,,,,
670,8.579189483,,,,,,
671,10.43925467,,,,,,
672,9.706318542,,,,,,
673,8.550616059,,,,,,
674,7.78992874,,,,,,
675,10.01580235,,,,,,
676,10.23555746,,,,,,
677,5.479326544,,,,,,
678,8.517147281,,,,,,
679,13.9516819,,,,,,
680,9.786649148,,,,,,
681,9.851957675,,,,,,
682,8.55677188,,,,,,
683,12.36672517,,,,,,
684,4.506030313,,,,,,
685,11.49817263,,,,,,
686,7.70686608,,,,,,
687,12.37805081,,,,,,
688,10.74899657,,,,,,
689,9.394448667,,,,,,
690,8.566695584,,,,,,
691,9.388633622,,,,,,
692,7.949947192,,,,,,
693,9.362211159,,,,,,
694,9.551609644,,,,,,
695,13.18301079,,,,,,
696,10.02229522,,,,,,
697,11.44860105,,,,,,
698,7.19409759,,,,,,
699,6.650006606,,,,,,
700,12.44379004,,,,,,
701,6.555698782,,,,,,
702,7.156243387,,,,,,
703,10.50656517,,,,,,
704,10.67547889,,,,,,
705,8.439837132,,,,,,
706,10.96906486,,,,,,
707,7.533395252,,,,,,
708,8.187853414,,,,,,
709,7.899127027,,,,,,
710,11.52104466,,,,,,
711,8.873817647,,,,,,
712,9.860912689,,,,,,
713,9.752661378,,,,,,
714,11.3687995,,,,,,
715,5.73835436,,,,,,
716,9.754972887,,,,,,
717,11.19315867,,,,,,
718,5.966795526,,,,,,
719,10.60068035,,,,,,
720,7.025008815,,,,,,
721,9.720152701,,,,,,
722,10.34932171,,,,,,
723,10.90670059,,,,,,
724,8.599225969,,,,,,
725,13.80232536,,,,,,
726,9.878016739,,,,,,
727,9.497666445,,,,,,
728,7.896526595,,,,,,
729,7.179203462,,,,,,
730,10.65628911,,,,,,
731,12.63534494,,,,,,
732,10.88603759,,,,,,
733,7.951808241,,,,,,
734,12.59744302,,,,,,
735,12.63933235,,,,,,
736,10.14160222,,,,,,
737,11.03610615,,,,,,
738,9.384538041,,,,,,
739,6.443744561,,,,,,
740,9.673145006,,,,,,
741,9.000608369,,,,,,
742,7.458368923,,,,,,
743,13.08520857,,,,,,
744,6.25738666,,,,,,
745,5.107950306,,,,,,
746,6.759680458,,,,,,
747,9.671569331,,,,,,
748,10.10936176,,,,,,
749,11.23897005,,,,,,
750,10.1555517,,,,,,
751,9.488052002,,,,,,
752,10.57006912,,,,,,
753,8.802947521,,,,,,
754,8.387447894,,,,,,
755,9.658299534,,,,,,
756,8.868657173,,,,,,
757,10.58013896,,,,,,
758,11.17325737,,,,,,
759,9.549111076,,,,,,
760,6.738619062,,,,,,
761,9.672615024,,,,,,
762,8.335530476,,,,,,
763,6.801171944,,,,,,
764,9.959581338,,,,,,
765,11.4644505,,,,,,
766,7.809781889,,,,,,
767,9.572110027,,,,,,
768,11.23885756,,,,,,
769,11.20660256,,,,,,
770,9.519961347,,,,,,
771,10.20583428,,,,,,
772,11.63893013,,,,,,
773,7.74322978,,,,,,
774,9.656121253,,,,,,
775,11.26839493,,,,,,
776,11.65164617,,,,,,
777,8.709204664,,,,,,
778,10.02847026,,,,,,
779,9.428897193,,,,,,
780,8.917272687,,,,,,
781,10.39380751,,,,,,
782,4.076140258,,,,,,
783,8.007138269,,,,,,
784,7.8930397,,,,,,
785,9.731801079,,,,,,
786,7.689203815,,,,,,
787,8.80479638,,,,,,
788,8.940860122,,,,,,
789,9.471856905,,,,,,
790,10.51339622,,,,,,
791,8.213920618,,,,,,
792,6.357806082,,,,,,
793,8.764086601,,,,,,
794,9.049288964,,,,,,
795,8.053912211,,,,,,
796,13.57329724,,,,,,
797,8.699117652,,,,,,
798,8.536239577,,,,,,
799,10.60425626,,,,,,
800,6.013948584,,,,,,
801,12.47487036,,,,,,
802,8.998012766,,,,,,
803,10.76549264,,,,,,
804,8.058523253,,,,,,
805,10.57516194,,,,,,
806,8.510112114,,,,,,
807,10.25106565,,,,,,
808,7.341147108,,,,,,
809,8.704103933,,,,,,
810,7.753125457,,,,,,
811,9.960724435,,,,,,
812,8.096657298,,,,,,
813,7.596881671,,,,,,
814,8.722484062,,,,,,
815,8.898664039,,,,,,
816,9.71314749,,,,,,
817,9.877240115,,,,,,
818,8.594602583,,,,,,
819,10.26992268,,,,,,
820,9.087802583,,,,,,
821,7.624108238,,,,,,
822,9.007722706,,,,,,
823,10.59893276,,,,,,
824,13.447734,,,,,,
825,11.56211904,,,,,,
826,9.114095803,,,,,,
827,9.189930022,,,,,,
828,6.344400093,,,,,,
829,7.592128258,,,,,,
830,12.36170379,,,,,,
831,8.810899405,,,,,,
832,10.32520655,,,,,,
833,8.00433918,,,,,,
834,11.06806128,,,,,,
835,10.24538873,,,,,,
836,11.34518005,,,,,,
837,10.16867175,,,,,,
838,10.76132465,,,,,,
839,9.051940581,,,,,,
840,9.992215705,,,,,,
841,6.881410177,,,,,,
842,9.691275185,,,,,,
843,6.387531815,,,,,,
844,7.723065977,,,,,,
845,9.814860008,,,,,,
846,7.969003263,,,,,,
847,8.590911578,,,,,,
848,11.56335057,,,,,,
849,10.12826225,,,,,,
850,7.428638099,,,,,,
851,13.12111733,,,,,,
852,10.87298945,,,,,,
853,9.860015798,,,,,,
854,5.736159482,,,,,,
855,7.608877474,,,,,,
856,10.25002756,,,,,,
857,8.409869584,,,,,,
858,7.757907113,,,,,,
859,8.446993426,,,,,,
860,10.16722158,,,,,,
861,11.83149198,,,,,,
862,9.742326051,,,,,,
863,9.991876608,,,,,,
864,9.00924954,,,,,,
865,11.34383094,,,,,,
866,10.3965563,,,,,,
867,9.247340803,,,,,,
868,11.46047891,,,,,,
869,11.16609879,,,,,,
870,11.63681883,,,,,,
871,8.326623355,,,,,,
872,11.54788633,,,,,,
873,4.980704589,,,,,,
874,7.882748243,,,,,,
875,10.8269786,,,,,,
876,11.35338559,,,,,,
877,5.197138003,,,,,,
878,8.874754774,,,,,,
879,8.66545066,,,,,,
880,8.044620264,,,,,,
881,9.105065492,,,,,,
882,10.18715296,,,,,,
883,7.857222609,,,,,,
884,9.480369694,,,,,,
885,9.387764482,,,,,,
886,11.07142969,,,,,,
887,11.46500803,,,,,,
888,9.56176305,,,,,,
889,8.647162074,,,,,,
890,10.76090996,,,,,,
891,10.43915387,,,,,,
892,11.53465919,,,,,,
893,10.38038361,,,,,,
894,7.932374199,,,,,,
895,9.058007922,,,,,,
896,8.97335045,,,,,,
897,11.87666566,,,,,,
898,8.281137571,,,,,,
899,8.7569934,,,,,,
900,6.904679567,,,,,,
901,8.987881085,,,,,,
902,13.65887996,,,,,,
903,10.00250183,,,,,,
904,10.93778581,,,,,,
905,8.583661667,,,,,,
906,7.4057811,,,,,,
907,6.782567275,,,,,,
908,5.259602973,,,,,,
909,10.01538107,,,,,,
910,6.229619269,,,,,,
911,12.30069575,,,,,,
912,12.04910671,,,,,,
913,9.637080539,,,,,,
914,8.920976047,,,,,,
915,8.411978909,,,,,,
916,12.76649958,,,,,,
917,9.531583196,,,,,,
918,11.33458712,,,,,,
919,10.8544448,,,,,,
920,8.148677143,,,,,,
921,8.167761654,,,,,,
922,8.327900005,,,,,,
923,9.873181702,,,,,,
924,10.050873,,,,,,
925,10.14543512,,,,,,
926,7.367677881,,,,,,
927,7.692043124,,,,,,
928,7.63767058,,,,,,
929,9.127508573,,,,,,
930,8.153656401,,,,,,
931,9.078640938,,,,,,
932,11.63748621,,,,,,
933,4.810606462,,,,,,
934,9.661665634,,,,,,
935,9.048019966,,,,,,
936,10.14828157,,,,,,
937,11.65381989,,,,,,
938,11.6336069,,,,,,
939,10.32578667,,,,,,
940,9.822339162,,,,,,
941,8.897927033,,,,,,
942,13.57421324,,,,,,
943,13.11548077,,,,,,
944,8.393491607,,,,,,
945,11.66744179,,,,,,
946,6.358700724,,,,,,
947,9.639948451,,,,,,
948,8.035848578,,,,,,
949,7.666539064,,,,,,
950,13.96107919,,,,,,
951,10.87438779,,,,,,
952,10.47445834,,,,,,
953,8.11343637,,,,,,
954,9.81941597,,,,,,
955,11.5022958,,,,,,
956,9.845347784,,,,,,
957,7.646061189,,,,,,
958,7.122807199,,,,,,
959,7.081469533,,,,,,
960,7.822457416,,,,,,
961,11.06124936,,,,,,
962,7.83494431,,,,,,
963,10.40293298,,,,,,
964,10.81935074,,,,,,
965,7.211010075,,,,,,
966,6.213965578,,,,,,
967,7.388744436,,,,,,
968,8.92766367,,,,,,
969,8.175611853,,,,,,
970,9.173134449,,,,,,
971,11.85723053,,,,,,
972,6.457241094,,,,,,
973,8.74549965,,,,,,
974,6.556463873,,,,,,
975,9.288766309,,,,,,
976,10.35398885,,,,,,
977,7.320656897,,,,,,
978,11.6327347,,,,,,
979,11.1520864,,,,,,
980,9.458306124,,,,,,
981,8.337950464,,,,,,
982,11.99993767,,,,,,
983,9.39150141,,,,,,
984,6.883579973,,,,,,
985,12.9431641,,,,,,
986,10.19790249,,,,,,
987,13.03630504,,,,,,
988,7.042442586,,,,,,
989,8.313284471,,,,,,
990,10.16790436,,,,,,
991,11.8456068,,,,,,
992,10.63782059,,,,,,
993,8.788964854,,,,,,
994,14.78318388,,,,,,
995,8.632146597,,,,,,
996,11.11161898,,,,,,
